-0.6	-0.6	-4386.1	-4386.1
-0.6	-0.59184	-4161	-4155.4
-0.6	-0.58334	-3942.5	-3931.4
-0.6	-0.57446	-3730.7	-3714.2
-0.6	-0.56522	-3525.3	-3503.6
-0.6	-0.55556	-3326.5	-3299.7
-0.6	-0.54546	-3134.2	-3102.3
-0.6	-0.53488	-2948.3	-2911.4
-0.6	-0.5238	-2768.7	-2727.1
-0.6	-0.5122	-2595.5	-2549.2
-0.6	-0.5	-2428.5	-2377.6
-0.6	-0.48718	-2267.8	-2212.4
-0.6	-0.47368	-2113.2	-2053.5
-0.6	-0.45946	-1964.7	-1900.8
-0.6	-0.44444	-1822.3	-1754.2
-0.6	-0.42858	-1685.9	-1613.8
-0.6	-0.41176	-1555.4	-1479.4
-0.6	-0.39394	-1430.8	-1350.9
-0.6	-0.375	-1311.9	-1228.5
-0.6	-0.35484	-1198.9	-1111.8
-0.6	-0.33334	-1091.5	-1001
-0.6	-0.31034	-989.69	-895.86
-0.6	-0.28572	-893.44	-796.38
-0.6	-0.25926	-802.64	-702.48
-0.6	-0.23076	-717.23	-614.07
-0.6	-0.2	-637.13	-531.08
-0.6	-0.166666	-562.24	-453.43
-0.6	-0.130434	-492.49	-381.01
-0.6	-0.09091	-427.78	-313.76
-0.6	-0.04762	-368.02	-251.57
-0.6	0	-313.11	-194.34
-0.6	0.052632	-262.94	-141.97
-0.6	0.111112	-217.42	-94.348
-0.6	0.17647	-176.41	-51.364
-0.6	0.25	-139.81	-12.896
-0.6	0.33334	-107.48	21.187
-0.6	0.42858	-79.288	51.02
-0.6	0.53846	-55.085	76.751
-0.6	0.66666	-34.713	98.537
-0.6	0.81818	-18.004	116.55
-0.6	1	-4.7719	130.97
-0.59184	-0.6	-4266.5	-4272.2
-0.59184	-0.59184	-4047.1	-4047.1
-0.59184	-0.58334	-3834.2	-3828.6
-0.59184	-0.57446	-3627.8	-3616.7
-0.59184	-0.56522	-3427.8	-3411.3
-0.59184	-0.55556	-3234.1	-3212.4
-0.59184	-0.54546	-3046.8	-3019.9
-0.59184	-0.53488	-2865.7	-2833.8
-0.59184	-0.5238	-2690.8	-2654
-0.59184	-0.5122	-2522.1	-2480.5
-0.59184	-0.5	-2359.5	-2313.3
-0.59184	-0.48718	-2203	-2152.2
-0.59184	-0.47368	-2052.5	-1997.2
-0.59184	-0.45946	-1907.9	-1848.4
-0.59184	-0.44444	-1769.3	-1705.5
-0.59184	-0.42858	-1636.5	-1568.6
-0.59184	-0.41176	-1509.5	-1437.6
-0.59184	-0.39394	-1388.2	-1312.5
-0.59184	-0.375	-1272.6	-1193.1
-0.59184	-0.35484	-1162.6	-1079.5
-0.59184	-0.33334	-1058.1	-971.51
-0.59184	-0.31034	-959.14	-869.11
-0.59184	-0.28572	-865.54	-772.22
-0.59184	-0.25926	-777.27	-680.78
-0.59184	-0.23076	-694.25	-594.69
-0.59184	-0.2	-616.4	-513.9
-0.59184	-0.166666	-543.63	-438.31
-0.59184	-0.130434	-475.88	-367.84
-0.59184	-0.09091	-413.04	-302.4
-0.59184	-0.04762	-355.02	-241.91
-0.59184	0	-301.73	-186.25
-0.59184	0.052632	-253.07	-135.34
-0.59184	0.111112	-208.93	-89.059
-0.59184	0.17647	-169.19	-47.303
-0.59184	0.25	-133.74	-9.9503
-0.59184	0.33334	-102.46	23.125
-0.59184	0.42858	-75.197	52.058
-0.59184	0.53846	-51.823	76.99
-0.59184	0.66666	-32.178	98.078
-0.59184	0.81818	-16.097	115.49
-0.59184	1	-3.3981	129.4
-0.58334	-0.6	-4147.2	-4158.8
-0.58334	-0.59184	-3933.6	-3939.3
-0.58334	-0.58334	-3726.3	-3726.3
-0.58334	-0.57446	-3525.3	-3519.7
-0.58334	-0.56522	-3330.6	-3319.5
-0.58334	-0.55556	-3142	-3125.6
-0.58334	-0.54546	-2959.6	-2938
-0.58334	-0.53488	-2783.4	-2756.6
-0.58334	-0.5238	-2613.2	-2581.3
-0.58334	-0.5122	-2449	-2412.3
-0.58334	-0.5	-2290.7	-2249.3
-0.58334	-0.48718	-2138.4	-2092.3
-0.58334	-0.47368	-1992	-1941.3
-0.58334	-0.45946	-1851.4	-1796.3
-0.58334	-0.44444	-1716.5	-1657.1
-0.58334	-0.42858	-1587.3	-1523.8
-0.58334	-0.41176	-1463.8	-1396.2
-0.58334	-0.39394	-1345.9	-1274.3
-0.58334	-0.375	-1233.5	-1158
