-0.6	-0.6	-4923	-4923
-0.6	-0.59184	-4670.4	-4664.1
-0.6	-0.58334	-4425.1	-4412.7
-0.6	-0.57446	-4187.3	-4168.8
-0.6	-0.56522	-3956.9	-3932.5
-0.6	-0.55556	-3733.7	-3703.6
-0.6	-0.54546	-3517.8	-3482
-0.6	-0.53488	-3309.2	-3267.8
-0.6	-0.5238	-3107.6	-3060.9
-0.6	-0.5122	-2913.2	-2861.2
-0.6	-0.5	-2725.8	-2668.7
-0.6	-0.48718	-2545.4	-2483.2
-0.6	-0.47368	-2371.9	-2304.8
-0.6	-0.45946	-2205.2	-2133.4
-0.6	-0.44444	-2045.4	-1968.9
-0.6	-0.42858	-1892.2	-1811.3
-0.6	-0.41176	-1745.8	-1660.4
-0.6	-0.39394	-1605.9	-1516.3
-0.6	-0.375	-1472.5	-1378.8
-0.6	-0.35484	-1345.6	-1247.9
-0.6	-0.33334	-1225.1	-1123.5
-0.6	-0.31034	-1110.8	-1005.5
-0.6	-0.28572	-1002.8	-893.87
-0.6	-0.25926	-900.89	-788.47
-0.6	-0.23076	-805.03	-689.24
-0.6	-0.2	-715.12	-596.09
-0.6	-0.166666	-631.07	-508.93
-0.6	-0.130434	-552.77	-427.65
-0.6	-0.09091	-480.14	-352.17
-0.6	-0.04762	-413.07	-282.36
-0.6	0	-351.44	-218.13
-0.6	0.052632	-295.13	-159.34
-0.6	0.111112	-244.03	-105.9
-0.6	0.17647	-198.01	-57.652
-0.6	0.25	-156.93	-14.474
-0.6	0.33334	-120.64	23.78
-0.6	0.42858	-88.994	57.266
-0.6	0.53846	-61.827	86.146
-0.6	0.66666	-38.962	110.6
-0.6	0.81818	-20.207	130.81
-0.6	1	-5.356	147
-0.59184	-0.6	-4788.7	-4795.1
-0.59184	-0.59184	-4542.5	-4542.5
-0.59184	-0.58334	-4303.6	-4297.3
-0.59184	-0.57446	-4071.9	-4059.4
-0.59184	-0.56522	-3847.4	-3828.9
-0.59184	-0.55556	-3630	-3605.6
-0.59184	-0.54546	-3419.7	-3389.6
-0.59184	-0.53488	-3216.4	-3180.7
-0.59184	-0.5238	-3020.2	-2978.9
-0.59184	-0.5122	-2830.8	-2784.2
-0.59184	-0.5	-2648.3	-2596.4
-0.59184	-0.48718	-2472.6	-2415.6
-0.59184	-0.47368	-2303.7	-2241.7
-0.59184	-0.45946	-2141.5	-2074.6
-0.59184	-0.44444	-1985.9	-1914.3
-0.59184	-0.42858	-1836.8	-1760.6
-0.59184	-0.41176	-1694.3	-1613.6
-0.59184	-0.39394	-1558.1	-1473.2
-0.59184	-0.375	-1428.4	-1339.2
-0.59184	-0.35484	-1304.9	-1211.6
-0.59184	-0.33334	-1187.7	-1090.4
-0.59184	-0.31034	-1076.5	-975.5
-0.59184	-0.28572	-971.49	-866.75
-0.59184	-0.25926	-872.41	-764.11
-0.59184	-0.23076	-779.23	-667.49
-0.59184	-0.2	-691.85	-576.8
-0.59184	-0.166666	-610.18	-491.96
-0.59184	-0.130434	-534.13	-412.87
-0.59184	-0.09091	-463.6	-339.42
-0.59184	-0.04762	-398.48	-271.52
-0.59184	0	-338.67	-209.05
